"PROV_YEAR","FSIZE","WAGES","NETSHARE","CASH_ABROAD","CASH_DOMESTIC","RENTALS_REC","INTEREST","PENSION","DIVIDENDS","OTHER_SOURCE","NET_RECEIPT","REGFT","NET_CFG","NET_LPR","NET_FISH","NET_FOR","NET_RET","NET_MFG","NET_COM","NET_TRANS","NET_MIN","NET_CONS","NET_NEC","EAINC","TOINC","BREAD","MEAT","FISH","MILK","FOOD_NEC","COFFEE","MINERAL","ALCOHOL","TOBACCO","FOOD_HOME","FOOD_OUTSIDE","FOOD","CLOTH","FURNISHING","HEALTH","HOUSING_WATER","RECREATION","EDUCATION","OTHER_EXPENDITURE","OTHER_DISBURSEMENT","NFOOD","TOTEX","TOTDIS","OTHREC","TOREC","FRUITVEG","TRCOM","HHI"
"SURIGAO DEL SUR_2015",4.62591687041565,85534.7970660147,1669.70415647922,7390.95354523227,15639.6699266504,220.293398533007,66.8704156479218,6900.06356968215,108.0195599022,25.9168704156479,3888.33007334963,4629.13447432763,17061.2273838631,1329.78728606357,3423.98777506112,796.728606356968,17031.2567237164,1839.49144254279,2319.14425427873,6140.93643031785,8.55745721271394,2242.05378973105,823.442542787286,53016.6136919315,190931.931540342,25429.6674816626,5564.1075794621,8634.72371638142,3345.29584352078,1505.76528117359,2555,1518.78239608802,623.378973105134,1450.59413202934,55631.5403422983,4458.74083129584,60090.2811735941,4145.68948655257,3516.8826405868,3093.90953545232,21937.1882640587,1182.17359413203,5359.43520782396,4056.65281173594,23072.564792176,68946.2078239609,129036.488997555,152109.053789731,13097.0146699266,204028.946210269,5490.8141809291,7037.13447432763,79.5118343195266
"TARLAC_2015",4.84351145038168,124857.974554707,2195.13994910941,33502.3409669211,11119.7582697201,152.671755725191,37.676844783715,13206.6157760814,0,0,3067.66157760814,5835.61323155216,14252.5496183206,763.396946564886,0,56.6412213740458,16956.6590330789,489.712468193384,2453.46055979644,6371.81679389313,0,0,403.389312977099,41747.6259541985,254489.994910941,23608.7913486005,13969.8422391858,9950.16284987277,7125.71755725191,2583.24936386768,2567.23664122137,2848.10941475827,1012.61832061069,3017.03053435114,73807.6055979644,13983.9745547074,87791.5801526718,5604.84732824427,5490.84478371501,8613.31043256998,35162.6106870229,1139.71246819338,8341.86259541985,2473.5572519084,20462.8167938931,121635.147582697,209426.727735369,229889.544529262,24878.68956743,279368.684478372,7711.80407124682,17965.8167938931,76.4542936288089
"TAWI-TAWI_2015",6.64545454545455,29331.4,38.9545454545455,5462.72727272727,3740.73636363636,130.909090909091,154.545454545455,2147.27272727273,0,0,6636.08181818182,1043.04545454545,12170.6454545455,0,87752.0818181818,2010.01818181818,11803.7090909091,2673.09090909091,0,163.636363636364,0,1019.09090909091,68.1818181818182,117660.454545455,176415.927272727,22216.9909090909,2417.70909090909,14668.0818181818,3413.96363636364,4639.37272727273,2862.6,2831.64545454545,70.9818181818182,3739.27272727273,71514.8818181818,777.3,72292.1818181818,3191.54545454545,1779.77272727273,440.754545454545,17275.1454545455,371.127272727273,2222.64545454545,503.872727272727,111.818181818182,45473.5909090909,117765.772727273,117877.590909091,13013.6363636364,189429.563636364,13026.9727272727,8453.23636363636,131.821596885459
"ZAMBALES_2015",4.32124352331606,102722.212435233,991.170984455959,37807.2538860104,18312.3005181347,4652.84974093264,0,8987.56476683938,5.18134715025907,0,3266.45595854922,11542.0569948187,8419.20725388601,1855.21243523316,1768.39896373057,540.378238341969,19704.1606217617,3040.69430051813,3140.60621761658,16446.4507772021,0,0,282.642487046632,55197.7512953368,272561.481865285,27798.4196891192,17340.4404145078,16143.481865285,8171.9585492228,3195.56994818653,3294.10880829016,3570.55440414508,1771.24352331606,4152.48704663212,96531.6839378238,9143.48704663212,105675.170984456,5067.27461139896,6503.59585492228,8266.73056994819,49687.3989637306,2630.08808290155,11878.7512953368,4444.42487046632,28397.7823834197,146844.85492228,252520.025906736,280917.808290155,25011.0155440414,297572.497409326,12501.7046632124,18641.1917098446,80.6905610808782
"ZAMBOANGA DEL NORTE_2015",4.73359073359073,63106.8146718147,1923.31274131274,9201.85328185328,18305.4691119691,507.722007722008,36.4420849420849,6908.10810810811,50.965250965251,0,3600.13513513513,5480.45173745174,13665.2451737452,2051.05019305019,2733.25482625483,514.15444015444,8609.66023166023,2778.33590733591,2753.98455598456,4421.58687258687,71.4285714285714,0,18.3397683397683,37617.0405405405,157282.098455598,22490.4768339768,5019.90733590734,7188.85328185328,3331.76640926641,1160.55212355212,1592.62162162162,1311.98455598456,844.171814671815,1364.06370656371,49009.2664092664,6176.10424710425,55185.3706563707,4058.3861003861,2681.4555984556,4507.59266409266,17946.4633204633,894.839768339768,4849.44015444015,4561.73938223938,21479.9189189189,67336.8918918919,122522.262548263,144002.181467181,8734.93822393822,166017.036679537,5005.70077220077,7885.30888030888,48.8827766506447
"ZAMBOANGA DEL SUR_2015",4.51072961373391,96499.0461373391,3452.20064377682,13909.4420600858,14619.0493562232,739.684549356223,209.346566523605,10841.0579399142,70.2789699570815,203.461373390558,2600.82510729614,4793.62231759657,15369.3680257511,1354.62231759657,3429.9839055794,152.872317596567,20806.4839055794,1871.36373390558,4358.4839055794,7498.59227467811,33.7982832618026,163.197424892704,973.75965665236,56012.525751073,216631.656652361,25920.0793991416,7032.63948497854,11906.3165236051,5695.03004291846,2013.9474248927,3426.99463519313,1915.16738197425,723.068669527897,1754.31330472103,68103.3519313305,10680.3927038627,78783.7446351931,4610.1491416309,3955.76931330472,4604.56545064378,24268.982832618,854.050429184549,4407.53111587983,5353.91845493562,34923.7693133047,82557.5611587983,161341.305793991,196265.075107296,9591.30793991416,226222.964592275,7272.99678111588,10598.6008583691,42.6862673484295
"ZAMBOANGA SIBUGAY_2015",4.29277566539924,73313.2547528517,2473.53231939164,5279.46768060837,10341.4448669202,1390.11406844106,2.8745247148289,4860.36501901141,3.04182509505703,0,4074.73764258555,2348.26615969582,18424.9619771863,1680.48669201521,8799.06844106464,99.0494296577947,17893.7262357414,291.292775665399,437.984790874525,4266.80608365019,0,0,203.916349809886,52097.2927756654,163507.129277567,25147.4448669202,4858.27376425856,10124.3802281369,3917.90494296578,1453.05703422053,2334.80228136882,1281.34220532319,605.060836501901,1752.50570342205,57445.4562737643,4547.31178707224,61992.7680608365,4121.12927756654,2495.36121673004,1557.1102661597,15164.8745247148,711.695817490494,3925.04182509506,3990.80228136882,26455.2927756654,56757.2281368821,118749.996197719,145205.288973384,4229.12927756654,167736.258555133,5964.3536121673,5751.99239543726,71.3436385255648
"ABRA_2018",4.40932452276065,102231.866372981,2250.22099853157,32278.5609397944,17032.6343612335,474.229074889868,142.088105726872,6959.20778267254,0,26.431718061674,7731.33553597651,6013.25991189427,13692.6659324523,4301.94933920705,612.102055800294,345.615271659325,12768.828928047,1675.69897209985,0,8876.29809104258,0,0,3436.74889867841,45709.9074889868,236165.557268722,27749.3502202643,11244.0932452276,8605.22246696035,3258.66005873715,2399.16593245228,1975.60719530103,2121.60719530103,1004.57929515419,1866.54038179148,69958.7232011747,6917.56828193833,76876.2914831131,5520.94346549192,3609.03303964758,4540.4456681351,33184.2907488987,1205.79588839941,3754.7342143906,2554.3362701909,9173.18355359765,90954.6336270191,167830.925110132,177004.10866373,21594.4177679883,257759.975036711,9850.1953010279,12887.9295154185,56.3569357024354
"AGUSAN DEL NORTE_2018",4.64128113879004,127544.260142349,1436.40782918149,22625.1601423488,14031.1259786477,1634.13167259786,126.27793594306,9813.84519572954,106.334519572954,41.8220640569395,2515.21245551601,4772.36975088968,7583.00355871886,1607.54982206406,1277.01743772242,596.427046263345,20582.806405694,2712.34768683274,0,8015.7896797153,0,0,7932.31814946619,50307.2597864769,252158.876512456,28442.4330960854,12532.537366548,12092.0619217082,7350.41743772242,1761.80889679715,3067.98612099644,2751.36298932384,924.869395017794,2251.60498220641,77893.453024911,12279.7733096085,90173.2263345196,5317.7409252669,4568.3871886121,5498.89288256228,33334.3558718861,1345.13060498221,6086.72846975089,3941.85978647687,45870.0391459075,108859.051245552,199032.277580071,244902.316725979,14217.5327402135,266376.409252669,7276.10569395018,17085.9629893238,96.2370242214533
"AGUSAN DEL SUR_2018",4.78895184135977,102274.016997167,1875.72379603399,8893.30169971671,15612.5970254958,2536.35552407932,391.851274787535,6948.93767705382,876.097733711048,77.4645892351275,6468.42422096317,5416.12606232295,22357.5396600567,2380.85198300283,257.749291784703,2109.98229461756,24052.6876770538,2863.20538243626,0,7252.93980169972,0,0,6320.1933427762,67595.1494334278,231542.674929178,26195.6444759207,8983.44971671388,11398.5056657224,5759.43767705382,1652.51487252125,2320.44121813031,2057.67917847026,873.675637393768,1939.56515580737,68505.5552407932,8444.0276203966,76949.5828611898,6646.03257790368,4217.04461756374,4763.67067988669,26153.902266289,1658.46246458924,5116.93555240793,6039.83002832861,38370.1933427762,98188.0028328612,175137.585694051,213507.779036827,22184.4447592068,253727.119688385,7920.67563739377,11598.6798866856,89.5792241946088
"AKLAN_2018",4.44417643004824,116039.66574776,1345.183321847,23792.822191592,23153.1971054445,2160.09648518263,315.146106133701,11311.5093039283,1432.59820813232,4.65472088215024,4059.48173673329,9093.55754651964,5025.48862853205,1872.76016540317,2722.09028256375,313.708476912474,23054.3266712612,2094.21226740179,0,8681.22467263956,0,0,9913.98966230186,53677.8008270159,270138.228807719,26541.5837353549,12570.33356306,14222.8904203997,6612.79393521709,2365.32253618194,2709.92350103377,2245.44038594073,1717.94073053067,2677.9627842867,79973.5637491385,11720.3928325293,91693.9565816678,6651.57133011716,5733.73397656788,9278.4927636113,40773.4734665748,2370.6161268091,4916.83046175052,5230.93314955203,50846.9855272226,132152.235010338,223846.191592006,274693.177119228,20776.4920744314,290914.72088215,9246.95037904893,16373.3259820813,86.8383742911153
"ALBAY_2018",4.50915492957746,118575.445774648,1473.72605633803,16706.1323943662,24628.4845070423,1361.9014084507,179.207746478873,12642.1154929577,36.6197183098592,63.5661971830986,3382.65070422535,8250.15070422535,8863.0323943662,1424.75352112676,1483.02042253521,67.1661971830986,18532.7492957746,3634.51056338028,0,6463.99154929577,0,0,3794.95281690141,44264.1767605634,254528.754929577,24068.061971831,13253.3091549296,10429.2218309859,7201.97042253521,2131.15774647887,2904.79507042253,2125.79154929577,796.841549295775,2076.61056338028,75455.2154929578,16975.8366197183,92431.0521126761,6104.47676056338,5169.83028169014,6743.65281690141,38095.8718309859,1510.20352112676,4811.17816901408,3285.86408450704,19665.2169014085,109406.471126761,201837.523239437,221502.740140845,12143.5345070423,266672.28943662,9759.34788732394,14502.2746478873,65.4023888285649
"ANTIQUE_2018",4.4313517338995,101300.164897381,2311.63340410474,36408.4217975938,25374.5690021231,1284.28733191791,11.0049539985846,8892.45576786978,19.3913658881812,29.8372257607926,5620.60580325548,9196.9271054494,8416.11677282378,2292.02335456476,2329.92144373673,496.808209483369,17387.8973814579,2314.48124557679,0,6104.64118895966,0,0,5156.13941967445,44498.0290162774,242625.565463553,26069.2229299363,9205.09624911536,13304.7310686483,5392.81599433829,1957.81316348195,2371.14083510262,1660.73743807502,1071.56334041047,1160.0728945506,72893.584571833,6648.75725406936,79542.3418259023,5255.62491153574,4158.73673036093,7262.19037508846,21471.2781316348,2041.25477707006,3668.86978060863,1297.75442321302,15939.4380750177,80240.686482661,159783.028308563,175722.466383581,10889.3177636235,253514.883227176,9899.92993630573,10931.1040339703,76.4781667169211
"APAYAO_2018",4.54864091559371,123897.577968526,2968.37339055794,16594.5636623748,11952.4878397711,72.5321888412017,220.944206008584,6152.55507868383,0,7.89699570815451,11508.8125894134,5474.7339055794,50032.669527897,2508.04864091559,65.1072961373391,7.72532188841202,10071.5779685265,382.369098712446,0,2575.42632331903,0,0,2376.72961373391,68019.6537911302,257068.543633763,28407.200286123,8844.90414878398,7717.61945636624,3630.71530758226,2348.79542203147,1575.33905579399,1984.44206008584,1349.98855507868,957.862660944206,66411.2074391989,1554.4921316166,67965.6995708155,6776.87982832618,3695.87696709585,4110.96709585122,26208.2317596567,1227.98855507868,15756.7381974249,1437.7982832618,14467.6852646638,96441.7195994278,164407.419170243,178875.104434907,29840.8383404864,286909.381974249,9001.08154506438,13818.8583690987,172.229843011736
"AURORA_2018",4.35770609318996,121956.27311828,2105.03440860215,18811.1111111111,17419.9068100358,1836.27240143369,43.2150537634409,6116.81433691756,978.637992831541,23.1541218637993,4168.60143369176,6805.58566308244,23691.088172043,3765.45304659498,5105.47240143369,623.81146953405,34815.3505376344,4757.91254480287,0,6259.38924731183,0,0,10691.4007168459,89709.8781362007,286634.26953405,25694.594265233,17119.6946236559,15726.1318996416,7747.45089605735,2828.2394265233,2837.05663082437,2022.07025089606,2160.16200716846,2438.75913978495,89154.8336917563,12669.2573476703,101824.091039427,7869.40931899642,5862.29462365591,7757.91039426523,33154.7096774194,1974.29032258065,6826.21290322581,4239.72831541219,41535.9655913978,123623.784946237,225447.875985663,266983.841577061,31282.1311827957,317916.400716846,11045.4480286738,16124.4602150538,138.872116894095
"BASILAN_2018",5.44805194805195,59458.5680109364,472.532467532468,13204.1524265208,8016.55570745044,48.6671223513329,0,1140.38140806562,7.38209159261791,136.021872863978,2750.6049213944,1785.85099111415,14892.4114832536,1228.72658920027,7616.4012303486,805.738209159262,11669.2652084757,2016.99043062201,0,4247.998632946,0,0,1468.78332194122,43946.3151059467,137325.104579631,26261.5933014354,3803.34518113465,12156.1237183869,3344.52426520848,2288.46548188653,3132.47710184552,1965.98838004101,124.153110047847,1742.78263841422,66302.977443609,6080.57894736842,72383.5563909775,3509.11825017088,1562.27341079973,1767.44634313055,13705.2631578947,506.07997265892,1955.31852358168,1340.31100478469,7618.74846206425,51414.959671907,123798.516062884,131417.264524949,4826.03896103896,142151.14354067,9633.44907723855,8285.18796992481,121.16571325616
"BATAAN_2018",4.49810030395137,176487.79787234,113.441489361702,56445.2127659574,15396.2484802432,2489.51367781155,18.8784194528875,10389.3085106383,62.686170212766,60.5623100303951,2494.53799392097,9246.87082066869,4336.66717325228,4694.10030395137,6660.26975683891,15.1329787234043,38892.2819148936,4395.63525835866,0,13946.164893617,0,0,20896.0258358663,93836.2781155015,398779.330547112,27057.8168693009,19703.7849544073,14596.467325228,9382.17401215806,3483.95744680851,3974.81003039514,2896.02127659574,1214.09270516717,3613.87765957447,97379.0045592705,28282.6223404255,125661.626899696,8943.23936170213,7092.77507598784,10909.6550151976,60177.679331307,2281.43693009119,6184.21352583587,5838.00683890578,29923.0334346505,180026.626899696,305688.253799392,335611.287234043,38680.0531914894,437459.383738602,11630.9536474164,29315.2613981763,115.775034293553
"BATANES_2018",3.44021739130435,230325.169254658,696.237577639752,13541.1397515528,12379.0077639752,1955.09316770186,484.006211180124,8880.88198757764,312.577639751553,44.7204968944099,10309.8090062112,9903.53416149068,4387.33540372671,10186.2173913043,6061.11645962733,144.790372670807,15301.4332298137,1215.13664596273,0,8899.9099378882,0,0,18508.4689440994,64704.4083850932,380762.982919255,20762.3121118012,13498.1180124224,8781.79813664596,7705.85559006211,2841.64906832298,3017.70186335404,3031.19099378882,2544.58850931677,1436.3152173913,78155.0108695652,3069.81832298137,81224.8291925466,9201.8152173913,5995.94875776397,6233.07142857143,54095.7298136646,2589.73291925466,6731.17080745342,8750.15062111801,38452.5605590062,165097.942546584,246322.77173913,284775.332298137,38797.6180124224,419560.600931677,14463.9208074534,22136.5714285714,191.136315900021
"BATANGAS_2018",4.23840579710145,182372.202898551,423.731884057971,50569.9275362319,14716.0369565217,993.333333333333,87.1014492753623,7740.48985507246,157.246376811594,2.53623188405797,1108.45434782609,5605.54347826087,2538.53405797101,11457.6231884058,1347.08260869565,220.234782608696,23268.6797101449,2432.90072463768,0,13232.4963768116,0,0,10857.7855072464,65355.3369565217,359049.984782609,22494.7028985507,14646.4210144928,9439.45144927536,5963.05507246377,2063.67971014493,2801.06449275362,2420.61811594203,839.158695652174,3007.99855072464,70359.6362318841,27329.0550724638,97688.6913043478,6520.19565217391,6608.02971014493,7723.64202898551,52857.852173913,1901.54057971015,7643.76811594203,4005.27246376812,70610.1152173913,150714.406521739,248403.097826087,319013.213043478,13466.8036231884,372516.788405797,6977.45,26534.1869565217,51.7165814463112
"BENGUET_2018",4.21712730318258,180801.890703518,2169.38232830821,36369.0087939698,14678.1226968174,3092.47654941374,193.407872696817,14207.7734505863,407.263400335008,159.64824120603,2569.297319933,13407.7449748744,19495.8324958124,3766.97361809045,23.8433835845896,221.293969849246,26701.2994137353,2443.13986599665,0,11053.3693467337,0,0,39375.1067839196,103080.858877722,420491.636515913,19944.7319932998,12933.7432998325,8193.37144053601,5835.41666666667,1980.19011725293,2625.68886097152,2021.35385259631,855.39405360134,1359.65619765494,68645.1901172529,9833.70728643216,78478.8974036851,8943.03559463987,5540.95435510888,10999.675879397,80107.4974874372,2965.51465661642,17022.5824958124,6683.9635678392,31376.1390284757,199638.007956449,278116.905360134,309493.04438861,35770.0083752094,456261.644891122,11120.4853433836,31553.3994974874,68.0980612081397
"BILIRAN_2018",4.51492537313433,103201.885074627,2112.97686567164,31847.5111940299,29093.7313432836,1462.60447761194,47.0149253731343,9476.71641791045,0,28.4776119402985,4495.60671641791,7932.40149253731,8159.81940298507,2117.68507462687,7594.1552238806,1018.01194029851,21855.7746268657,3210.13432835821,0,8979.77462686567,0,0,6460.0671641791,59395.4223880597,265173.229104478,34152.1291044776,10356.7537313433,16806.671641791,6904.45149253731,2212.50820895522,3906.78955223881,2256.58880597015,1425.52313432836,2646.63880597015,88804.1462686567,8823.31119402985,97627.4574626866,7061.47910447761,6704.62089552239,6796.1276119403,33018.7432835821,3378.63358208955,3292.3723880597,7062.14850746269,43303.2410447761,127766.726119403,225394.18358209,268697.424626866,27682.0656716418,292855.294776119,8576.65671641791,15251.9328358209,170.269291148412
"BOHOL_2018",4.56342182890855,110680.710176991,2333.55088495575,44963.6061946903,20466.7470501475,3321.66519174041,282.963126843658,11438.9889380531,503.318584070796,18.0309734513274,6148.29498525074,9998.68805309734,11342.4896755162,2782.36135693215,4362.32079646018,681.372418879056,19692.058259587,2665.901179941,0,8866.7389380531,0,0,5725.83333333333,56119.0759587021,292023.317109145,26582.8274336283,8720.8790560472,11213.6238938053,5457.14601769911,1744.24041297935,2306.34292035398,2362.58038348083,714.97418879056,925.386430678466,68422.0774336283,7925.71386430678,76347.7912979351,5162.73746312684,5450.79056047198,6348.69690265487,42342.0663716814,2164.45132743363,6238.86430678466,2507.27654867257,24131.1851032448,122804.215339233,199152.006637168,223283.191740413,25536.366519174,317559.683628319,7372.91519174041,15613.2256637168,32.4241363753273
"BUKIDNON_2018",4.56380677721701,106442.443403028,911.966834895458,10797.2963229993,13428.2869502523,1123.64816149964,296.005767844268,2638.83850036049,3201.73035328046,601.1247296323,5324.93150684932,5431.75414563807,21251.2220620043,2454.13626532084,46.4167267483778,361.012977649603,21496.1225666907,821.785868781543,0,7877.51694304254,0,0,4732.47368421053,59040.6870944484,221753.537130497,25447.6236481615,6770.1204037491,7411.05767844268,4567.94736842105,1461.33525594809,1814.06416726748,1292.06921413122,615.258832011536,1347.21485219899,56827.4967555876,7643.69646719539,64471.193222783,5153.71737563086,3301.3785147801,4491.32804614275,23408.0331651045,994.963950973324,2706.752703677,1577.55587599135,13160.0908435472,74767.6885364095,139238.881759193,152398.97260274,14828.0562364816,236581.593366979,6073.15068493151,10741.7692862293,53.5077288941736
"BULACAN_2018",4.3,200902.321933086,360.64312267658,39588.9219330855,12932.9457249071,1338.51301115242,75.092936802974,9523.62750929368,133.828996282528,46.275092936803,644.922676579926,8161.53011152416,2480.18066914498,1994.85278810409,3069.86542750929,98.7360594795539,19324.2706319703,5102.47583643123,0,14199.6178438662,0,0,8853.13977695167,55123.1390334572,356915.03197026,22326.1605947955,15952.9204460967,11341.829739777,8148.71970260223,2776.57249070632,4335.01412639405,3731.42527881041,1201.93457249071,4787.73382899628,81392.8081784387,27885.3724907063,109278.180669145,5973.48550185874,6162.06765799256,11045.8371747212,55262.9085501859,1883.66840148699,6370.15241635688,6048.76356877323,15918.824535316,170886.644609665,280164.82527881,296083.649814126,16482.5977695167,373397.629739777,8683.3249070632,29998.1442379182,107.323232323232
"CAGAYAN_2018",4.31371841155235,116606.258483755,4782.95018050542,33980.9097472924,13118.7335740072,1330.05054151625,142.830324909747,5993.65776173285,0,46.9104693140794,6050.28880866426,5895.61516245487,36432.5054151625,2990.84693140794,2329.81227436823,9.05415162454874,19229.6317689531,3486.72779783393,0,10148.5003610108,0,0,3136.23032490975,77763.3090252708,282524.337184116,23556.6888086643,14385.0729241877,10003.6649819495,5604.97400722022,2621.06859205776,2230.12418772563,2488.37833935018,2232.74873646209,2087.62960288809,72181.8093862816,11878.6794223827,84060.4888086643,4586.43321299639,3798.7155234657,4587.91696750903,34407.8036101083,1436.8238267148,3894.18194945848,3375.30974729242,21039.5920577617,98432.2368231047,182492.725631769,203532.317689531,23548.0548736462,306072.392057762,8155.62310469314,13972.7220216606,47.4363299038624
"CAMARINES NORTE_2018",4.51466049382716,94517.8557098765,2276.91820987654,15267.5709876543,21447.3603395062,1273.85802469136,130.092592592593,6933.20216049383,97.608024691358,305.54012345679,2798.45833333333,6637.06558641975,6734.86882716049,1181.19598765432,2388.04089506173,322.827160493827,15951.5625,1654.02237654321,0,10380.9845679012,0,0,6530.42515432099,45143.9274691358,212987.883487654,25491.6890432099,11199.3657407407,9857.9899691358,6713.25771604938,1771.35570987654,2688.43672839506,1645.7137345679,714.111111111111,2474.57484567901,70711.8410493827,15362.9799382716,86074.8209876543,4326.29552469136,4246.66358024691,7102.67052469136,31848.3888888889,1678.06944444444,5020.99768518519,2239.36419753086,23620.9066358025,93767.2962962963,179842.117283951,203463.023919753,12960.6705246914,225948.554012346,8166.03703703704,11496.8240740741,95.7897081755402
"CAMARINES SUR_2018",4.91247002398082,102413.509992006,1805.36131095124,16826.2286171063,23778.6954436451,521.103117505995,157.737809752198,7742.72581934452,344.044764188649,145.963229416467,4331.78337330136,7973.33013589129,12766.2845723421,10570.5643485212,3079.07753796962,327.118305355715,19458.9208633094,1933.01678657074,0,6631.13908872902,0,0,5256.43325339728,60022.554756195,246790.57793765,30530.898481215,12609.7529976019,10936.4788169464,8072.92486011191,2290.13589128697,3013.96163069544,1948.89848121503,1070.85771382894,2486.45723421263,83527.1422861711,9233.49000799361,92760.6322941647,5241.47881694644,4760.39968025579,8157.08872901679,38800.690647482,1659.18065547562,6752.48681055156,2693.16067146283,38876.7346123102,112044.43804956,204805.070343725,243681.804956035,14553.0847322142,261343.662669864,10284.0487609912,14230.9592326139,33.7336580722824
"CAMIGUIN_2018",4.57142857142857,105385.454285714,1543.52285714286,22321.8571428571,19352.9628571429,1125.35714285714,107.571428571429,8146.45714285714,80.6085714285714,16.1428571428571,5796.42285714286,10730.5657142857,4332.43714285714,2638.74142857143,4129.05285714286,1035.90571428571,19130.7971428571,1983.54714285714,0,9744.77285714286,0,0,5389.33571428571,48384.59,243846.055714286,27866.1942857143,10597.1514285714,8657.14857142857,6349.06428571429,2010.93142857143,2731.14571428571,1771.27285714286,1324.46142857143,2219.25571428571,70192.3085714286,7802.31142857143,77994.62,6261.65714285714,4553.98285714286,6031.64428571429,37707.6685714286,1757.21714285714,3685.39142857143,4045.61142857143,27885.5885714286,114296.947142857,192291.567142857,220177.155714286,17454.2128571429,261300.268571429,7192.66285714286,12998.2971428571,238.437230680839
"CAPIZ_2018",4.27070707070707,111596.762962963,562.573063973064,23717.5757575758,21286.5858585859,50.1683501683502,3.5016835016835,6650.44175084175,0,31.7171717171717,4723.34343434343,4482.49966329966,12399.0276094276,755.772390572391,4152.57239057239,597.672727272727,11303.7447811448,1638.15084175084,0,7026.93063973064,0,0,4082.87205387205,41956.7434343434,231601.024242424,25214.6316498316,10976.4498316498,13327.2848484848,5559.51851851852,2528.91582491582,3252.68417508417,2976.22558922559,1927.1468013468,1730.67003367003,77040.9373737374,13848.9851851852,90889.9225589226,5737.60336700337,4936.20740740741,5204.29696969697,31339.5919191919,951.656565656566,2775.92929292929,3430.87878787879,15025.4572390572,105710.892255892,196600.814814815,211626.272053872,4595.89494949495,236196.919191919,9606.17373737374,14359.7777777778,79.1999075037577
"CATANDUANES_2018",4.56715328467153,115518.002189781,2239.90072992701,15940.098540146,26448.8175182482,970.737226277372,7.23065693430657,11007.5620437956,2.91970802919708,46.3065693430657,7051.35182481752,8063.14233576642,14310.7372262774,2085.73065693431,2928.85620437956,197.346715328467,12650.8197080292,1657.21751824818,0,6199.50218978102,0,0,5511.27153284672,45541.4817518248,252785.229927007,28347.7678832117,13259.0649635036,12266.3343065693,6970.0897810219,2444.56204379562,3721.00802919708,1973.12773722628,1397.78759124088,2693.37810218978,82044.6124087591,10714.2343065693,92758.8467153285,5877.93211678832,5193.39343065693,5513.90437956204,36674.1197080292,2281.58759124088,3613.04817518248,4823.5503649635,25955.8839416058,110237.423357664,202996.269343066,228952.153284672,19044.1284671533,271829.358394161,9281.2496350365,12237.8496350365,107.233112492316
"CAVITE_2018",4.36883116883117,215908.434632035,140.285714285714,44283.5757575758,12377.5238095238,2516.70995670996,191.54632034632,14523.9532467532,96.969696969697,47.8441558441558,470.541991341991,9716.29004329004,1251.96536796537,851.819913419913,1441.39567099567,31.2467532467532,25628.2207792208,1887.40606060606,0,15726.5385281385,0,0,9432.30649350649,56250.8995670996,392247.858008658,26085.7645021645,19773.1428571429,13529.1376623377,10459.3463203463,2969.90822510822,4597.67359307359,4255.26753246753,1431.04848484848,5121.52987012987,97662.4008658009,32138.8,129801.200865801,8418.82337662338,6903,9917.20606060606,67955.1948051948,2310.15324675325,10610.8233766234,13596.2303030303,40266.8181818182,206439.755844156,336240.956709957,376507.774891775,24082.612987013,416330.470995671,11487.2,35253.7558441558,60.865416588356
"CEBU_2018",4.56096510124946,192469.116113744,311.259155536407,35583.1632916846,12444.953683757,4256.64541146058,205.133563119345,9496.67966393796,4351.43257216717,16.6630762602327,1248.90068935804,5381.9907367514,904.558810857389,847.901766479966,2106.20120637656,160.211977595864,43067.4633778544,3026.06591986213,0,9552.03985351142,0,0,8349.99332184403,68014.4362343817,368057.968332615,26478.4502369668,13466.3168892719,11697.3250753985,7599.94614390349,1463.8395088324,3114.51378716071,3614.23933649289,1310.27272727273,1784.05794915984,77652.01227919,26254.1854803964,103906.197759586,5001.59823352003,5428.45906936665,6709.88690219733,57309.0271434726,1676.17406290392,6541.25355450237,2907.94679017665,20068.170185265,136310.232227488,240216.429987075,260284.60017234,13401.2033606204,381459.171693236,7481.52671262387,20934.9422662645,25.7122936312384
"COMPOSTELA VALLEY_2018",4.35864661654135,117194.844360902,1355.33984962406,8960.20977443609,13798.4037593985,669.768421052632,853.293233082707,3440.01729323308,32.9699248120301,79.0225563909774,4797.40977443609,4669.58796992481,21466.2248120301,1835.82030075188,248.288721804511,704.537593984962,11508.9466165414,1203.36466165414,0,5793.14210526316,0,0,6959.28195488722,49719.6067669173,216737.060150376,25518.5360902256,8912.33834586466,10396.6894736842,5296.87593984962,1613.74360902256,1886.81052631579,1910.3954887218,816.848120300752,1482.24586466165,64909.3233082707,5574.31503759398,70483.6383458647,4094.42857142857,3422.72030075188,3120.79248120301,24184.777443609,837.1,3835.32631578947,1519.09097744361,10282.830075188,72148.8706766917,142632.509022556,152915.339097744,12238.2729323308,228975.333082707,6965.03383458647,10595.7834586466,106.659729448491
